"","Manufacturer","Sales.in.thousands","X4.year.resale.value","Popularity","MSRP"
"8447","Volkswagen",NA,NA,873,31220
"8448","Volkswagen",NA,NA,873,27090
"8449","Volkswagen",NA,NA,873,27590
"8450","Volkswagen",NA,NA,873,31630
"8451","Volkswagen",NA,NA,873,24995
"8452","Volkswagen",NA,NA,873,30135
"8453","Volkswagen",NA,NA,873,31235
"8454","Volkswagen",NA,NA,873,32730
"8455","Volkswagen",NA,NA,873,29725
"8456","Volkswagen",NA,NA,873,28025
"8457","Volkswagen",NA,NA,873,26490
"8458","Volkswagen",NA,NA,873,30120
"8459","Volkswagen",NA,NA,873,28625
"8460","Volkswagen",NA,NA,873,26695
"8461","Volkswagen",NA,NA,873,29520
"8462","Volkswagen",NA,NA,873,28190
"8463","Volkswagen",NA,NA,873,35195
"8464","Volkswagen",NA,NA,873,25595
"8465","Volkswagen",NA,NA,873,27995
"8466","Volkswagen",NA,NA,873,34095
"8467","Volkswagen",NA,NA,873,26095
"8468","Volkswagen",NA,NA,873,26695
"8469","Volkswagen",NA,NA,873,31990
"8470","Volkswagen",NA,NA,873,30890
"8471","Volkswagen",NA,NA,873,24995
"8472","Volkswagen",NA,NA,873,29095
"8473","Volkswagen",NA,NA,873,39090
"8474","Volkswagen",NA,NA,873,36595
"8475","Volkswagen",NA,NA,873,36750
"8476","Volkswagen",NA,NA,873,38995
"8477","Volkswagen",NA,NA,873,35650
"8478","Volkswagen",NA,NA,873,37895
"8479","Volkswagen",NA,NA,873,36755
"8480","Volkswagen",NA,NA,873,35655
"8481","Volkswagen",NA,NA,873,39375
"8482","Volkswagen",NA,NA,873,40475
"8483","Volkswagen",NA,NA,873,31445
"8484","Volkswagen",NA,NA,873,22495
"8485","Volkswagen",NA,NA,873,27995
"8486","Volkswagen",NA,NA,873,21395
"8487","Volkswagen",NA,NA,873,29345
"8488","Volkswagen",NA,NA,873,26995
"8489","Volkswagen",NA,NA,873,30345
"8490","Volkswagen",NA,NA,873,24595
"8491","Volkswagen",NA,NA,873,25695
"8492","Volkswagen",NA,NA,873,29095
"8493","Volkswagen",NA,NA,873,24995
"8494","Volkswagen",NA,NA,873,27025
"8495","Volkswagen",NA,NA,873,29385
"8496","Volkswagen",NA,NA,873,22725
"8497","Volkswagen",NA,NA,873,21625
"8498","Volkswagen",NA,NA,873,22680
"8499","Volkswagen",NA,NA,873,27030
"8500","Volkswagen",NA,NA,873,21580
"8501","Volkswagen",NA,NA,873,29970
"8502","Volkswagen",NA,NA,873,26995
"8503","Volkswagen",NA,NA,873,19295
"8504","Volkswagen",NA,NA,873,23445
"8505","Volkswagen",NA,NA,873,21295
"8506","Volkswagen",NA,NA,873,17995
"8507","Volkswagen",NA,NA,873,28395
"8508","Volkswagen",NA,NA,873,24895
"8509","Volkswagen",NA,NA,873,20995
"8510","Volkswagen",NA,NA,873,29495
"8511","Volkswagen",NA,NA,873,27395
"8512","Volkswagen",NA,NA,873,22345
"8513","Volkswagen",NA,NA,873,25895
"8514","Volkswagen",NA,NA,873,22395
"8515","Volkswagen",NA,NA,873,20395
"8516","Volkswagen",NA,NA,873,20675
"8517","Volkswagen",NA,NA,873,27425
"8518","Volkswagen",NA,NA,873,19595
"8519","Volkswagen",NA,NA,873,22625
"8520","Volkswagen",NA,NA,873,18495
"8521","Volkswagen",NA,NA,873,25225
"8522","Volkswagen",NA,NA,873,20175
"8523","Volkswagen",NA,NA,873,19575
"8524","Volkswagen",NA,NA,873,21275
"8525","Volkswagen",NA,NA,873,20995
"8526","Volkswagen",NA,NA,873,22695
"8527","Volkswagen",NA,NA,873,21595
"8528","Volkswagen",NA,NA,873,19895
"8529","Pontiac",NA,NA,210,22940
"8530","Pontiac",NA,NA,210,21690
"8531","Pontiac",NA,NA,210,17070
"8532","Pontiac",NA,NA,210,21240
"8533","Pontiac",NA,NA,210,22940
"8534","Pontiac",NA,NA,210,21690
"8535","Pontiac",NA,NA,210,18890
"8536","Pontiac",NA,NA,210,17070
"8537","Pontiac",NA,NA,210,23530
"8538","Pontiac",NA,NA,210,22280
"8539","Pontiac",NA,NA,210,23530
"8540","Pontiac",NA,NA,210,21830
"8541","Pontiac",NA,NA,210,19555
"8542","Pontiac",NA,NA,210,22280
"8543","Pontiac",NA,NA,210,23750
"8544","Pontiac",NA,NA,210,22500
"8545","Pontiac",NA,NA,210,20090
"8546","Dodge",NA,NA,1851,30995
"8547","Dodge",NA,NA,1851,27395
"8548","Dodge",NA,NA,1851,21795
"8549","Dodge",NA,NA,1851,24245
"8550","Dodge",NA,NA,1851,28395
"8551","Dodge",NA,NA,1851,25245
"8552","Dodge",NA,NA,1851,25095
"8553","Dodge",NA,NA,1851,22595
"8554","Dodge",NA,NA,1851,28295
"8555","Dodge",NA,NA,1851,31495
"8556","Dodge",NA,NA,1851,26195
"8557","Dodge",NA,NA,1851,29395
"8558","Dodge",NA,NA,1851,29395
"8559","Dodge",NA,NA,1851,26695
"8560","Dodge",NA,NA,1851,32395
"8561","Dodge",NA,NA,1851,23995
"8562","Pontiac",NA,NA,210,24330
"8563","Pontiac",NA,NA,210,27330
"8564","Pontiac",NA,NA,210,21330
"8565","Pontiac",NA,NA,210,28815
"8566","Pontiac",NA,NA,210,24735
"8567","Pontiac",NA,NA,210,21815
"8568","Pontiac",NA,NA,210,22210
"8569","Pontiac",NA,NA,210,29325
"8570","Suzuki",NA,NA,481,23449
"8571","Suzuki",NA,NA,481,24949
"8572","Suzuki",NA,NA,481,19299
"8573","Suzuki",NA,NA,481,22549
"8574","Suzuki",NA,NA,481,22899
"8575","Suzuki",NA,NA,481,21099
"8576","Suzuki",NA,NA,481,23949
"8577","Suzuki",NA,NA,481,21399
"8578","Suzuki",NA,NA,481,25249
"8579","Suzuki",NA,NA,481,22299
"8580","Suzuki",NA,NA,481,19499
"8581","Suzuki",NA,NA,481,22849
"8582","Suzuki",NA,NA,481,23749
"8583","Suzuki",NA,NA,481,23799
"8584","Suzuki",NA,NA,481,25949
"8585","Suzuki",NA,NA,481,22349
"8586","Suzuki",NA,NA,481,19949
"8587","Suzuki",NA,NA,481,24449
"8588","Chrysler",NA,NA,1013,2169
"8589","Chrysler",NA,NA,1013,2266
"8590","Plymouth",NA,NA,535,2000
"8591","Plymouth",NA,NA,535,2048
"8592","Plymouth",NA,NA,535,2000
"8593","Plymouth",NA,NA,535,2055
"8594","Plymouth",NA,NA,535,2152
"8595","Plymouth",NA,NA,535,2234
"8596","Plymouth",NA,NA,535,2331
"8597","Plymouth",NA,NA,535,2267
"8598","Maserati",NA,NA,238,98172
"8599","Maserati",NA,NA,238,98872
"8600","Maserati",NA,NA,238,104122
"8601","Maserati",NA,NA,238,99900
"8602","Maserati",NA,NA,238,143300
"8603","Maserati",NA,NA,238,153400
"8604","Maserati",NA,NA,238,138800
"8605","Maserati",NA,NA,238,161070
"8606","Maserati",NA,NA,238,182009
"8607","Maserati",NA,NA,238,150465
"8608","Maserati",NA,NA,238,145740
"8609","Maserati",NA,NA,238,161070
"8610","Maserati",NA,NA,238,150465
"8611","Maserati",NA,NA,238,145740
"8612","Maserati",NA,NA,238,182009
"8613","Maserati",NA,NA,238,143400
"8614","Maserati",NA,NA,238,126500
"8615","Maserati",NA,NA,238,132825
"8616","Maserati",NA,NA,238,165627
"8617","Maserati",NA,NA,238,150570
"8618","Maserati",NA,NA,238,150570
"8619","Maserati",NA,NA,238,132825
"8620","Maserati",NA,NA,238,165627
"8621","Lexus",NA,NA,454,53285
"8622","Lexus",NA,NA,454,45615
"8623","Lexus",NA,NA,454,46310
"8624","Lexus",NA,NA,454,53980
"8625","Lexus",NA,NA,454,38875
"8626","Lexus",NA,NA,454,38875
"8627","Lexus",NA,NA,454,43150
"8628","Lexus",NA,NA,454,45100
"8629","Lexus",NA,NA,454,55070
"8630","Lexus",NA,NA,454,48600
"8631","Lexus",NA,NA,454,57330
"8632","Lexus",NA,NA,454,50850
"8633","Lexus",NA,NA,454,50000
"8634","Lexus",NA,NA,454,54115
"8635","Lexus",NA,NA,454,50470
"8636","Lexus",NA,NA,454,50695
"8637","Lexus",NA,NA,454,54810
"8638","Lexus",NA,NA,454,50365
"8639","Lexus",NA,NA,454,56555
"8640","Lexus",NA,NA,454,3542
"8641","Lexus",NA,NA,454,3741
"8642","Lexus",NA,NA,454,3965
"8643","Lexus",NA,NA,454,47975
"8644","Lexus",NA,NA,454,51375
"8645","Lexus",NA,NA,454,52375
"8646","Lexus",NA,NA,454,60430
"8647","Lexus",NA,NA,454,61330
"8648","Lexus",NA,NA,454,63080
"8649","Lexus",NA,NA,454,53470
"8650","Lexus",NA,NA,454,54070
"8651","Lexus",NA,NA,454,55370
"8652","Lexus",NA,NA,454,84440
"8653","Nissan",NA,NA,2009,111510
"8654","Nissan",NA,NA,2009,115710
"8655","Nissan",NA,NA,2009,101770
"8656","Nissan",NA,NA,2009,149990
"8657","Nissan",NA,NA,2009,111510
"8658","Nissan",NA,NA,2009,149990
"8659","Nissan",NA,NA,2009,101770
"8660","Nissan",NA,NA,2009,109990
"8661","Ford",NA,NA,5657,149995
"8662","Ford",NA,NA,5657,149995
"8663","Volkswagen",NA,NA,873,26275
"8664","Volkswagen",NA,NA,873,31695
"8665","Volkswagen",NA,NA,873,24595
"8666","Volkswagen",NA,NA,873,25095
"8667","Volkswagen",NA,NA,873,27375
"8668","Volkswagen",NA,NA,873,31695
"8669","Volkswagen",NA,NA,873,29995
"8670","Volkswagen",NA,NA,873,29545
"8671","Volkswagen",NA,NA,873,27845
"8672","Volkswagen",NA,NA,873,31095
"8673","Volkswagen",NA,NA,873,28445
"8674","Volkswagen",NA,NA,873,27845
"8675","Volkswagen",NA,NA,873,25095
"8676","Volkswagen",NA,NA,873,24595
"8677","Volkswagen",NA,NA,873,28945
"8678","Volkswagen",NA,NA,873,23995
"8679","Volkswagen",NA,NA,873,27375
"8680","Volkswagen",NA,NA,873,29545
"8681","Volkswagen",NA,NA,873,29995
"8682","Volkswagen",NA,NA,873,23995
"8683","Volkswagen",NA,NA,873,25695
"8684","Volkswagen",NA,NA,873,26875
"8685","Volkswagen",NA,NA,873,30595
"8686","Volkswagen",NA,NA,873,30595
"8687","Volkswagen",NA,NA,873,27975
"8688","Volkswagen",NA,NA,873,26875
"8689","Volkswagen",NA,NA,873,28445
"8690","Volkswagen",NA,NA,873,25695
"8691","Volkswagen",NA,NA,873,26275
"8692","Volkswagen",NA,NA,873,28945
"8693","Volkswagen",NA,NA,873,31095
"8694","Volkswagen",NA,NA,873,27975
"8695","Volkswagen",NA,NA,873,29895
"8696","Volkswagen",NA,NA,873,29695
"8697","Volkswagen",NA,NA,873,30795
"8698","Volkswagen",NA,NA,873,25300
"8699","Volkswagen",NA,NA,873,24200
"8700","Volkswagen",NA,NA,873,25895
"8701","Volkswagen",NA,NA,873,30995
"8702","Volkswagen",NA,NA,873,30395
"8703","Volkswagen",NA,NA,873,24200
"8704","Volkswagen",NA,NA,873,28795
"8705","Volkswagen",NA,NA,873,25095
"8706","Volkswagen",NA,NA,873,28395
"8707","Volkswagen",NA,NA,873,27295
"8708","Volkswagen",NA,NA,873,28195
"8709","Volkswagen",NA,NA,873,31495
"8710","Volkswagen",NA,NA,873,28195
"8711","Volkswagen",NA,NA,873,24795
"8712","Volkswagen",NA,NA,873,26195
"8713","Volkswagen",NA,NA,873,31495
"8714","Volkswagen",NA,NA,873,24795
"8715","Volkswagen",NA,NA,873,32095
"8716","Volkswagen",NA,NA,873,25300
"8717","Volkswagen",NA,NA,873,27895
"8718","Volkswagen",NA,NA,873,30995
"8719","Volkswagen",NA,NA,873,29295
"8720","Volkswagen",NA,NA,873,29695
"8721","Volkswagen",NA,NA,873,26195
"8722","Volkswagen",NA,NA,873,32095
"8723","Volkswagen",NA,NA,873,26795
"8724","Volkswagen",NA,NA,873,25895
"8725","Volkswagen",NA,NA,873,25095
"8726","Volkswagen",NA,NA,873,26795
"8727","Volkswagen",NA,NA,873,28395
"8728","Volkswagen",NA,NA,873,27895
"8729","Volkswagen",NA,NA,873,29295
"8730","Volkswagen",NA,NA,873,27295
"8731","Volkswagen",NA,NA,873,30795
"8732","Volkswagen",NA,NA,873,30395
"8733","Volkswagen",NA,NA,873,29895
"8734","Volkswagen",NA,NA,873,28795
"8735","Volkswagen",NA,NA,873,26195
"8736","Volkswagen",NA,NA,873,29695
"8737","Volkswagen",NA,NA,873,25095
"8738","Volkswagen",NA,NA,873,30795
"8739","Pontiac",NA,NA,210,31795
"8740","Pontiac",NA,NA,210,32295
"8741","Pontiac",NA,NA,210,31290
"8742","Lexus",NA,NA,454,49485
"8743","Lexus",NA,NA,454,61115
"8744","Lexus",NA,NA,454,50780
"8745","Lexus",NA,NA,454,62155
"8746","Lexus",NA,NA,454,51280
"8747","Lexus",NA,NA,454,62980
"8748","Lexus",NA,NA,454,46635
"8749","Lexus",NA,NA,454,47315
"8750","Lexus",NA,NA,454,47615
"8751","HUMMER",NA,NA,130,39290
"8752","HUMMER",NA,NA,130,30995
"8753","HUMMER",NA,NA,130,39560
"8754","HUMMER",NA,NA,130,33390
"8755","HUMMER",NA,NA,130,43130
"8756","HUMMER",NA,NA,130,41705
"8757","HUMMER",NA,NA,130,41705
"8758","HUMMER",NA,NA,130,33390
"8759","HUMMER",NA,NA,130,38365
"8760","HUMMER",NA,NA,130,35960
"8761","HUMMER",NA,NA,130,30750
"8762","HUMMER",NA,NA,130,36015
"8763","HUMMER",NA,NA,130,39205
"8764","HUMMER",NA,NA,130,30915
"8765","HUMMER",NA,NA,130,36355
"8766","HUMMER",NA,NA,130,35680
"8767","HUMMER",NA,NA,130,33485
"8768","Chevrolet",NA,NA,1385,20720
"8769","Chevrolet",NA,NA,1385,25135
"8770","Chevrolet",NA,NA,1385,18720
"8771","Chevrolet",NA,NA,1385,24815
"8772","Chevrolet",NA,NA,1385,19030
"8773","Chevrolet",NA,NA,1385,21030
"8774","Chevrolet",NA,NA,1385,20030
"8775","Chevrolet",NA,NA,1385,18720
"8776","Chevrolet",NA,NA,1385,26255
"8777","Chevrolet",NA,NA,1385,19720
"8778","Chevrolet",NA,NA,1385,19030
"8779","Chevrolet",NA,NA,1385,18720
"8780","Chevrolet",NA,NA,1385,19030
"8781","Chevrolet",NA,NA,1385,19720
"8782","Toyota",NA,NA,2031,47300
"8783","Toyota",NA,NA,2031,49790
"8784","Toyota",NA,NA,2031,47850
"8785","Toyota",NA,NA,2031,50340
"8786","Toyota",NA,NA,2031,50485
"8787","Toyota",NA,NA,2031,47870
"8788","Toyota",NA,NA,2031,34750
"8789","Toyota",NA,NA,2031,31070
"8790","Toyota",NA,NA,2031,44140
"8791","Toyota",NA,NA,2031,38050
"8792","Toyota",NA,NA,2031,41650
"8793","Toyota",NA,NA,2031,42680
"8794","Toyota",NA,NA,2031,32530
"8795","Toyota",NA,NA,2031,29765
"8796","Toyota",NA,NA,2031,33290
"8797","Toyota",NA,NA,2031,36590
"8798","Toyota",NA,NA,2031,40190
"8799","Toyota",NA,NA,2031,34395
"8800","Toyota",NA,NA,2031,38775
"8801","Toyota",NA,NA,2031,30490
"8802","Toyota",NA,NA,2031,42375
"8803","Toyota",NA,NA,2031,44990
"8804","Toyota",NA,NA,2031,33475
"8805","Toyota",NA,NA,2031,43530
"8806","Toyota",NA,NA,2031,32015
"8807","Toyota",NA,NA,2031,40915
"8808","Toyota",NA,NA,2031,35855
"8809","Toyota",NA,NA,2031,37315
"8810","Plymouth",NA,NA,535,2000
"8811","Honda",NA,NA,2202,22065
"8812","Honda",NA,NA,2202,23365
"8813","Honda",NA,NA,2202,20015
"8814","Honda",NA,NA,2202,25990
"8815","Honda",NA,NA,2202,21315
"8816","Honda",NA,NA,2202,24690
"8817","Honda",NA,NA,2202,19215
"8818","Honda",NA,NA,2202,21265
"8819","Honda",NA,NA,2202,22215
"8820","Honda",NA,NA,2202,23515
"8821","Honda",NA,NA,2202,20165
"8822","Honda",NA,NA,2202,26140
"8823","Honda",NA,NA,2202,24840
"8824","Honda",NA,NA,2202,19365
"8825","Honda",NA,NA,2202,21465
"8826","Honda",NA,NA,2202,21415
"8827","Lexus",NA,NA,454,34650
"8828","Lexus",NA,NA,454,37420
"8829","Lexus",NA,NA,454,39100
"8830","Lexus",NA,NA,454,36330
"8831","Lexus",NA,NA,454,39800
"8832","Lexus",NA,NA,454,37030
"8833","Lamborghini",NA,NA,1158,237250
"8834","Lamborghini",NA,NA,1158,238500
"8835","Lamborghini",NA,NA,1158,262350
"8836","Lamborghini",NA,NA,1158,199800
"8837","Mitsubishi",NA,NA,436,22995
"8838","Mitsubishi",NA,NA,436,22995
"8839","Mitsubishi",NA,NA,436,22995
"8840","Infiniti",NA,NA,190,2288
"8841","Infiniti",NA,NA,190,2433
"8842","Infiniti",NA,NA,190,2648
"8843","Infiniti",NA,NA,190,2552
"8844","Infiniti",NA,NA,190,31790
"8845","Infiniti",NA,NA,190,29715
"8846","Infiniti",NA,NA,190,28750
"8847","Infiniti",NA,NA,190,29100
"8848","Infiniti",NA,NA,190,30600
"8849","BMW",NA,NA,3916,42400
"8850","BMW",NA,NA,3916,42400
"8851","BMW",NA,NA,3916,42400
"8852","BMW",NA,NA,3916,43600
"8853","Scion",NA,NA,105,16800
"8854","Scion",NA,NA,105,15700
"8855","Acura",NA,NA,204,28900
"8856","Acura",NA,NA,204,34600
"8857","Acura",NA,NA,204,29350
"8858","Acura",NA,NA,204,31750
"8859","Acura",NA,NA,204,29350
"8860","Acura",NA,NA,204,27050
"8861","Acura",NA,NA,204,34890
"8862","Acura",NA,NA,204,29900
"8863","Acura",NA,NA,204,29200
"8864","Acura",NA,NA,204,31890
"8865","Acura",NA,NA,204,32900
"8866","Acura",NA,NA,204,27900
"8867","Acura",NA,NA,204,32990
"8868","Acura",NA,NA,204,29290
"8869","Acura",NA,NA,204,31980
"8870","Acura",NA,NA,204,34980
"8871","Acura",NA,NA,204,27990
"8872","Acura",NA,NA,204,29990
"8873","Chevrolet",NA,NA,1385,26840
"8874","Chevrolet",NA,NA,1385,25830
"8875","Chevrolet",NA,NA,1385,30535
"8876","Chevrolet",NA,NA,1385,26840
"8877","Chevrolet",NA,NA,1385,25830
"8878","Chevrolet",NA,NA,1385,30535
"8879","Chevrolet",NA,NA,1385,26840
"8880","Chevrolet",NA,NA,1385,30535
"8881","Chevrolet",NA,NA,1385,25830
"8882","Chevrolet",NA,NA,1385,34465
"8883","Chevrolet",NA,NA,1385,27060
"8884","Chevrolet",NA,NA,1385,40660
"8885","Chevrolet",NA,NA,1385,35440
"8886","Chevrolet",NA,NA,1385,30285
"8887","Chevrolet",NA,NA,1385,29310
"8888","Chevrolet",NA,NA,1385,27060
"8889","Chevrolet",NA,NA,1385,37535
"8890","Chevrolet",NA,NA,1385,40810
"8891","Chevrolet",NA,NA,1385,35540
"8892","Chevrolet",NA,NA,1385,37570
"8893","Chevrolet",NA,NA,1385,30435
"8894","Chevrolet",NA,NA,1385,27095
"8895","Chevrolet",NA,NA,1385,29460
"8896","Chevrolet",NA,NA,1385,27095
"8897","Chevrolet",NA,NA,1385,35645
"8898","Chevrolet",NA,NA,1385,37675
"8899","Chevrolet",NA,NA,1385,40915
"8900","Chrysler",NA,NA,1013,2000
"8901","Chrysler",NA,NA,1013,2000
"8902","Chrysler",NA,NA,1013,2000
"8903","Subaru",NA,NA,640,28295
"8904","Subaru",NA,NA,640,29295
"8905","Subaru",NA,NA,640,36295
"8906","Subaru",NA,NA,640,37645
"8907","Subaru",NA,NA,640,34295
"8908","Subaru",NA,NA,640,25795
"8909","Subaru",NA,NA,640,29295
"8910","Subaru",NA,NA,640,28295
"8911","Subaru",NA,NA,640,25795
"8912","Subaru",NA,NA,640,28495
"8913","Subaru",NA,NA,640,29495
"8914","Subaru",NA,NA,640,34495
"8915","Subaru",NA,NA,640,25995
"8916","Subaru",NA,NA,640,36495
"8917","Subaru",NA,NA,640,25995
"8918","Subaru",NA,NA,640,37845
"8919","Subaru",NA,NA,640,28495
"8920","Subaru",NA,NA,640,29495
"8921","Subaru",NA,NA,640,21495
"8922","Subaru",NA,NA,640,23295
"8923","Subaru",NA,NA,640,20995
"8924","Subaru",NA,NA,640,20995
"8925","Subaru",NA,NA,640,22795
"8926","Subaru",NA,NA,640,19695
"8927","Subaru",NA,NA,640,18695
"8928","Subaru",NA,NA,640,18195
"8929","Subaru",NA,NA,640,22295
"8930","Subaru",NA,NA,640,21995
"8931","Subaru",NA,NA,640,19195
"8932","Subaru",NA,NA,640,18295
"8933","Subaru",NA,NA,640,21095
"8934","Subaru",NA,NA,640,22095
"8935","Subaru",NA,NA,640,21095
"8936","Subaru",NA,NA,640,21595
"8937","Subaru",NA,NA,640,19795
"8938","Subaru",NA,NA,640,23595
"8939","Subaru",NA,NA,640,19295
"8940","Subaru",NA,NA,640,18795
"8941","Subaru",NA,NA,640,22595
"8942","Subaru",NA,NA,640,23095
"8943","Subaru",NA,NA,640,18395
"8944","Subaru",NA,NA,640,18895
"8945","Subaru",NA,NA,640,21695
"8946","Subaru",NA,NA,640,21195
"8947","Subaru",NA,NA,640,24595
"8948","Subaru",NA,NA,640,24095
"8949","Subaru",NA,NA,640,22795
"8950","Subaru",NA,NA,640,21995
"8951","Subaru",NA,NA,640,19895
"8952","Subaru",NA,NA,640,23295
"8953","Subaru",NA,NA,640,19395
"8954","Subaru",NA,NA,640,22495
"8955","Scion",NA,NA,105,18460
"8956","Scion",NA,NA,105,19200
"8957","Honda",NA,NA,2202,23690
"8958","Honda",NA,NA,2202,18500
"8959","Honda",NA,NA,2202,20275
"8960","Honda",NA,NA,2202,18500
"8961","Honda",NA,NA,2202,21965
"8962","Honda",NA,NA,2202,20275
"8963","Honda",NA,NA,2202,21965
"8964","Honda",NA,NA,2202,23690
"8965","Honda",NA,NA,2202,22065
"8966","Honda",NA,NA,2202,20375
"8967","Honda",NA,NA,2202,23790
"8968","Honda",NA,NA,2202,20375
"8969","Honda",NA,NA,2202,18600
"8970","Honda",NA,NA,2202,23790
"8971","Honda",NA,NA,2202,18600
"8972","Honda",NA,NA,2202,22065
"8973","Honda",NA,NA,2202,22190
"8974","Honda",NA,NA,2202,23915
"8975","Honda",NA,NA,2202,18725
"8976","Honda",NA,NA,2202,20500
"8977","Acura",NA,NA,204,2827
"8978","Acura",NA,NA,204,3000
"8979","Acura",NA,NA,204,2912
"8980","Acura",NA,NA,204,3381
"8981","Acura",NA,NA,204,3355
"8982","Acura",NA,NA,204,2799
"8983","Acura",NA,NA,204,3130
"8984","Acura",NA,NA,204,3012
"8985","Acura",NA,NA,204,3622
"8986","Acura",NA,NA,204,3652
"8987","Acura",NA,NA,204,3222
"8988","Acura",NA,NA,204,7398
"8989","Acura",NA,NA,204,3086
"8990","Acura",NA,NA,204,22600
"8991","Acura",NA,NA,204,21050
"8992","Acura",NA,NA,204,19400
"8993","Acura",NA,NA,204,20200
"8994","Acura",NA,NA,204,21600
"8995","Acura",NA,NA,204,21850
"8996","Acura",NA,NA,204,21000
"8997","Acura",NA,NA,204,22400
"8998","Acura",NA,NA,204,24450
"8999","Acura",NA,NA,204,20200
"9000","Acura",NA,NA,204,22300
"9001","Dodge",NA,NA,1851,27055
"9002","Dodge",NA,NA,1851,20810
"9003","Dodge",NA,NA,1851,22970
"9004","Dodge",NA,NA,1851,24875
"9005","Dodge",NA,NA,1851,21155
"9006","Dodge",NA,NA,1851,25415
"9007","Dodge",NA,NA,1851,25105
"9008","Dodge",NA,NA,1851,21385
"9009","Oldsmobile",NA,NA,26,2233
"9010","Oldsmobile",NA,NA,26,2484
"9011","Oldsmobile",NA,NA,26,2290
"9012","Oldsmobile",NA,NA,26,22515
"9013","Oldsmobile",NA,NA,26,26635
"9014","Oldsmobile",NA,NA,26,24270
"9015","Oldsmobile",NA,NA,26,28070
"9016","Oldsmobile",NA,NA,26,24580
"9017","Oldsmobile",NA,NA,26,23160
"9018","Scion",NA,NA,105,15495
"9019","Scion",NA,NA,105,17850
"9020","Scion",NA,NA,105,15665
"9021","Scion",NA,NA,105,15665
"9022","Lexus",NA,NA,454,37325
"9023","Lexus",NA,NA,454,37825
"9024","Lexus",NA,NA,454,42610
"9025","Lexus",NA,NA,454,42860
"9026","Lexus",NA,NA,454,43360
"9027","Lexus",NA,NA,454,35065
"9028","Lexus",NA,NA,454,37525
"9029","Lexus",NA,NA,454,36100
"9030","Lexus",NA,NA,454,38635
"9031","Lexus",NA,NA,454,36550
"9032","Lexus",NA,NA,454,41440
"9033","Lexus",NA,NA,454,39085
"9034","Lexus",NA,NA,454,43690
"9035","Lexus",NA,NA,454,31105
"9036","Lexus",NA,NA,454,31105
"9037","Lexus",NA,NA,454,29735
"9038","Lexus",NA,NA,454,39700
"9039","Lexus",NA,NA,454,40200
"9040","Lexus",NA,NA,454,46890
"9041","Lexus",NA,NA,454,47140
"9042","Lexus",NA,NA,454,47640
"9043","Lexus",NA,NA,454,39615
"9044","Lexus",NA,NA,454,41850
"9045","Lexus",NA,NA,454,40065
"9046","Lexus",NA,NA,454,42300
"9047","Lexus",NA,NA,454,43035
"9048","Lexus",NA,NA,454,40870
"9049","Lexus",NA,NA,454,61300
"9050","Lexus",NA,NA,454,61750
"9051","Lexus",NA,NA,454,63600
"9052","Infiniti",NA,NA,190,2000
"9053","Infiniti",NA,NA,190,2000
"9054","Infiniti",NA,NA,190,2000
"9055","Infiniti",NA,NA,190,2081
"9056","Infiniti",NA,NA,190,2032
"9057","Infiniti",NA,NA,190,2081
"9058","Infiniti",NA,NA,190,2000
"9059","Volkswagen",NA,NA,873,25270
"9060","Volkswagen",NA,NA,873,26195
"9061","Volkswagen",NA,NA,873,24170
"9062","Volkswagen",NA,NA,873,29525
"9063","Volkswagen",NA,NA,873,27295
"9064","Volkswagen",NA,NA,873,27295
"9065","Volkswagen",NA,NA,873,28200
"9066","Volkswagen",NA,NA,873,24170
"9067","Volkswagen",NA,NA,873,26420
"9068","Volkswagen",NA,NA,873,27520
"9069","Volkswagen",NA,NA,873,29300
"9070","Volkswagen",NA,NA,873,25045
"9071","Volkswagen",NA,NA,873,29300
"9072","Volkswagen",NA,NA,873,26195
"9073","Volkswagen",NA,NA,873,28425
"9074","Volkswagen",NA,NA,873,28200
"9075","Volkswagen",NA,NA,873,23945
"9076","Volkswagen",NA,NA,873,27520
"9077","Volkswagen",NA,NA,873,28425
"9078","Volkswagen",NA,NA,873,25045
"9079","Volkswagen",NA,NA,873,23945
"9080","Volkswagen",NA,NA,873,25270
"9081","Volkswagen",NA,NA,873,29525
"9082","Volkswagen",NA,NA,873,26420
"9083","Volkswagen",NA,NA,873,24535
"9084","Volkswagen",NA,NA,873,30875
"9085","Volkswagen",NA,NA,873,28555
"9086","Volkswagen",NA,NA,873,29775
"9087","Volkswagen",NA,NA,873,28855
"9088","Volkswagen",NA,NA,873,27925
"9089","Volkswagen",NA,NA,873,27455
"9090","Volkswagen",NA,NA,873,30875
"9091","Volkswagen",NA,NA,873,25635
"9092","Volkswagen",NA,NA,873,29775
"9093","Volkswagen",NA,NA,873,27455
"9094","Volkswagen",NA,NA,873,28855
"9095","Volkswagen",NA,NA,873,25635
"9096","Volkswagen",NA,NA,873,24535
"9097","Volkswagen",NA,NA,873,26825
"9098","Volkswagen",NA,NA,873,28555
"9099","Volkswagen",NA,NA,873,27925
"9100","Volkswagen",NA,NA,873,29955
"9101","Volkswagen",NA,NA,873,29955
"9102","Volkswagen",NA,NA,873,26825
"9103","Volkswagen",NA,NA,873,26990
"9104","Volkswagen",NA,NA,873,24995
"9105","Volkswagen",NA,NA,873,29325
"9106","Volkswagen",NA,NA,873,31180
"9107","Volkswagen",NA,NA,873,31895
"9108","Volkswagen",NA,NA,873,25560
"9109","Volkswagen",NA,NA,873,27645
